 #mass            theta           
   0.00000030000   0.10000000000
  #Global X        distance        pnn             pmn             pnm             pmm             
   1.188144E+000   5.328000E-003   7.195920E-010   7.603108E-009   7.603108E-009   1.833518E-007
   1.198848E+000   5.352000E-003   6.879829E-010   7.269131E-009   7.269131E-009   1.752979E-007
   1.209600E+000   5.376000E-003   6.577622E-010   6.949823E-009   6.949823E-009   1.675976E-007
   1.220400E+000   5.400000E-003   6.288691E-010   6.644542E-009   6.644542E-009   1.602357E-007
   1.231248E+000   5.424000E-003   6.012451E-010   6.352671E-009   6.352671E-009   1.531971E-007
   1.242144E+000   5.448000E-003   5.748345E-010   6.073621E-009   6.073621E-009   1.464677E-007
   1.253088E+000   5.472000E-003   5.495841E-010   5.806828E-009   5.806828E-009   1.400339E-007
   1.264080E+000   5.496000E-003   5.254428E-010   5.551755E-009   5.551755E-009   1.338827E-007
   1.275120E+000   5.520000E-003   5.023619E-010   5.307886E-009   5.307886E-009   1.280017E-007
   1.286208E+000   5.544000E-003   4.802950E-010   5.074729E-009   5.074729E-009   1.223790E-007
   1.297344E+000   5.568000E-003   4.591973E-010   4.851814E-009   4.851814E-009   1.170034E-007
   1.308528E+000   5.592000E-003   4.390264E-010   4.638691E-009   4.638691E-009   1.118638E-007
   1.319760E+000   5.616000E-003   4.197415E-010   4.434930E-009   4.434930E-009   1.069500E-007
   1.331040E+000   5.640000E-003   4.013038E-010   4.240119E-009   4.240119E-009   1.022521E-007
   1.342368E+000   5.664000E-003   3.836759E-010   4.053866E-009   4.053866E-009   9.776052E-008
   1.353744E+000   5.688000E-003   3.668224E-010   3.875794E-009   3.875794E-009   9.346625E-008
   1.365168E+000   5.712000E-003   3.507092E-010   3.705544E-009   3.705544E-009   8.936061E-008
   1.376640E+000   5.736000E-003   3.353038E-010   3.542773E-009   3.542773E-009   8.543531E-008
   1.388160E+000   5.760000E-003   3.205751E-010   3.387151E-009   3.387151E-009   8.168244E-008
   1.399728E+000   5.784000E-003   3.064933E-010   3.238366E-009   3.238366E-009   7.809442E-008
   1.411344E+000   5.808000E-003   2.930302E-010   3.096116E-009   3.096116E-009   7.466401E-008
   1.423008E+000   5.832000E-003   2.801584E-010   2.960114E-009   2.960114E-009   7.138429E-008
